,Date,hurricane,observed,region,residual,seasonal,trend,type,year
25,2004-02-01 00:00:00,0,0.634101109,Alachua,1.024844877,0.859423068,0.714722721,Urban,2004
26,2004-03-01 00:00:00,0,0.751476198,Alachua,1.027549431,1.010985136,0.718144688,Urban,2004
27,2004-04-01 00:00:00,0,0.867246383,Alachua,0.983048505,1.202997314,0.728026369,Urban,2004
28,2004-05-01 00:00:00,0,0.739090485,Alachua,0.957027195,1.031806729,0.743051976,Urban,2004
29,2004-06-01 00:00:00,0,0.724784324,Alachua,0.964157942,0.994967126,0.750060152,Urban,2004
30,2004-07-01 00:00:00,0,0.694047212,Alachua,0.938670236,0.991630672,0.74023605,Urban,2004
31,2004-08-01 00:00:00,0,0.609226129,Alachua,0.970302898,0.850335757,0.733035434,Urban,2004
32,2004-09-01 00:00:00,0,0.668618162,Alachua,0.956530721,0.940790508,0.737616352,Urban,2004
33,2004-10-01 00:00:00,0,0.790032487,Alachua,1.090971873,0.9707535,0.740570909,Urban,2004
34,2004-11-01 00:00:00,0,0.809063044,Alachua,0.994214532,1.080590619,0.747627524,Urban,2004
35,2004-12-01 00:00:00,0,0.733675457,Alachua,0.965986789,1.003079495,0.751695013,Urban,2004
36,2005-01-01 00:00:00,0,0.857686741,Alachua,1.063175433,1.066359615,0.751042116,Urban,2005
37,2005-02-01 00:00:00,0,0.688654248,Alachua,1.046072958,0.859423068,0.760460158,Urban,2005
38,2005-03-01 00:00:00,0,0.808238676,Alachua,1.02732916,1.010985136,0.772555092,Urban,2005
39,2005-04-01 00:00:00,0,0.882279184,Alachua,0.933940691,1.202997314,0.779590062,Urban,2005
40,2005-05-01 00:00:00,0,0.895532335,Alachua,1.094791157,1.031806729,0.787038272,Urban,2005
41,2005-06-01 00:00:00,0,0.667181827,Alachua,0.836923627,0.994967126,0.795415161,Urban,2005
42,2005-07-01 00:00:00,0,0.735784419,Alachua,0.914881293,0.991630672,0.805156132,Urban,2005
43,2005-08-01 00:00:00,0,0.796345901,Alachua,1.142786966,0.850335757,0.813561233,Urban,2005
44,2005-09-01 00:00:00,0,0.775403427,Alachua,0.996738545,0.940790508,0.820914171,Urban,2005
45,2005-10-01 00:00:00,0,0.854195927,Alachua,1.052263525,0.9707535,0.830172286,Urban,2005
46,2005-11-01 00:00:00,0,0.925889947,Alachua,1.021329684,1.080590619,0.832868502,Urban,2005
47,2005-12-01 00:00:00,0,0.820405691,Alachua,0.958999221,1.003079495,0.846679948,Urban,2005
48,2006-01-01 00:00:00,0,1.007660611,Alachua,1.081028488,1.066359615,0.867796055,Urban,2006
49,2006-02-01 00:00:00,0,0.742923026,Alachua,0.984219187,0.859423068,0.871945222,Urban,2006
50,2006-03-01 00:00:00,0,0.93264517,Alachua,1.051676508,1.010985136,0.870830675,Urban,2006
51,2006-04-01 00:00:00,0,0.982843469,Alachua,0.927737228,1.202997314,0.874256623,Urban,2006
52,2006-05-01 00:00:00,0,0.860485688,Alachua,0.946296483,1.031806729,0.874907796,Urban,2006
53,2006-06-01 00:00:00,0,1.037844477,Alachua,1.185387753,0.994967126,0.873589344,Urban,2006
54,2006-07-01 00:00:00,0,0.878239948,Alachua,0.988467414,0.991630672,0.889498246,Urban,2006
55,2006-08-01 00:00:00,0,0.754714483,Alachua,0.972907064,0.850335757,0.905659824,Urban,2006
56,2006-09-01 00:00:00,0,0.789951527,Alachua,0.923026777,0.940790508,0.903103307,Urban,2006
57,2006-10-01 00:00:00,0,0.922897837,Alachua,1.044579784,0.9707535,0.903539749,Urban,2006
58,2006-11-01 00:00:00,0,0.873011434,Alachua,0.883836103,1.080590619,0.907467788,Urban,2006
59,2006-12-01 00:00:00,0,0.841246023,Alachua,0.923492599,1.003079495,0.90156796,Urban,2006
60,2007-01-01 00:00:00,0,1.373404173,Alachua,1.427649649,1.066359615,0.895606522,Urban,2007
61,2007-02-01 00:00:00,0,0.76990332,Alachua,0.992058422,0.859423068,0.896470813,Urban,2007
62,2007-03-01 00:00:00,0,0.843541912,Alachua,0.918486156,1.010985136,0.901848313,Urban,2007
63,2007-04-01 00:00:00,0,1.082552201,Alachua,0.983786921,1.202997314,0.908086799,Urban,2007
64,2007-05-01 00:00:00,0,0.856227695,Alachua,0.906874043,1.031806729,0.908423081,Urban,2007
65,2007-06-01 00:00:00,0,0.898737553,Alachua,0.983525356,0.994967126,0.911764782,Urban,2007
66,2007-07-01 00:00:00,0,0.87248484,Alachua,0.967584951,0.991630672,0.902740756,Urban,2007
67,2007-08-01 00:00:00,0,0.781471725,Alachua,1.028464793,0.850335757,0.887110286,Urban,2007
68,2007-09-01 00:00:00,0,0.893866711,Alachua,1.061443808,0.940790508,0.88864243,Urban,2007
69,2007-10-01 00:00:00,0,0.970576901,Alachua,1.116982651,0.9707535,0.888625508,Urban,2007
70,2007-11-01 00:00:00,0,0.833503982,Alachua,0.866558869,1.080590619,0.883675128,Urban,2007
71,2007-12-01 00:00:00,0,0.961956302,Alachua,1.080614881,1.003079495,0.881035209,Urban,2007
72,2008-01-01 00:00:00,0,1.033411443,Alachua,1.098978454,1.066359615,0.875436431,Urban,2008
73,2008-02-01 00:00:00,0,0.730078029,Alachua,0.972280173,0.859423068,0.867391296,Urban,2008
74,2008-03-01 00:00:00,0,0.920598065,Alachua,1.052220923,1.010985136,0.859137292,Urban,2008
75,2008-04-01 00:00:00,0,1.005084834,Alachua,0.978687274,1.202997314,0.847497328,Urban,2008
76,2008-05-01 00:00:00,0,0.813401586,Alachua,0.925239598,1.031806729,0.845856449,Urban,2008
77,2008-06-01 00:00:00,1,0.877414049,Alachua,1.03583219,0.994967126,0.84518283,Urban,2008
78,2008-07-01 00:00:00,1,0.757758899,Alachua,0.894389099,0.991630672,0.848201065,Urban,2008
79,2008-08-01 00:00:00,1,0.700702117,Alachua,0.956117104,0.850335757,0.855610524,Urban,2008
80,2008-09-01 00:00:00,1,0.774065291,Alachua,0.9620305,0.940790508,0.849063249,Urban,2008
81,2008-10-01 00:00:00,1,0.807528981,Alachua,0.981170231,0.9707535,0.841683873,Urban,2008
82,2008-11-01 00:00:00,0,0.956678776,Alachua,1.045103496,1.080590619,0.840988124,Urban,2008
83,2008-12-01 00:00:00,0,0.822412688,Alachua,0.969224919,1.003079495,0.839796568,Urban,2008
84,2009-01-01 00:00:00,0,1.246297696,Alachua,1.386184624,1.066359615,0.837030422,Urban,2009
85,2009-02-01 00:00:00,0,0.697240486,Alachua,0.964820831,0.859423068,0.834782115,Urban,2009
86,2009-03-01 00:00:00,0,0.794337844,Alachua,0.94130165,1.010985136,0.828659055,Urban,2009
87,2009-04-01 00:00:00,0,0.952027338,Alachua,0.954113912,1.202997314,0.823433915,Urban,2009
88,2009-05-01 00:00:00,0,0.84955249,Alachua,1.000377893,1.031806729,0.817093946,Urban,2009
89,2009-06-01 00:00:00,0,0.812308507,Alachua,0.996230243,0.994967126,0.813573446,Urban,2009
90,2009-07-01 00:00:00,0,0.755647524,Alachua,0.956943299,0.991630672,0.790546323,Urban,2009
91,2009-08-01 00:00:00,0,0.648179982,Alachua,0.988978153,0.850335757,0.765178381,Urban,2009
92,2009-09-01 00:00:00,0,0.677798009,Alachua,0.934750623,0.940790508,0.765166267,Urban,2009
93,2009-10-01 00:00:00,0,0.776826171,Alachua,1.03592415,0.9707535,0.766886588,Urban,2009
94,2009-11-01 00:00:00,0,0.833321292,Alachua,0.98911304,1.080590619,0.774015353,Urban,2009
95,2009-12-01 00:00:00,0,0.860222568,Alachua,1.093009598,1.003079495,0.77892514,Urban,2009
96,2010-01-01 00:00:00,0,0.648932275,Alachua,0.775292744,1.066359615,0.779245284,Urban,2010
97,2010-02-01 00:00:00,0,0.678168802,Alachua,0.999717897,0.859423068,0.783605634,Urban,2010
98,2010-03-01 00:00:00,0,0.813115166,Alachua,1.01186309,1.010985136,0.78909584,Urban,2010
99,2010-04-01 00:00:00,0,0.975053534,Alachua,1.012465732,1.202997314,0.794744785,Urban,2010
100,2010-05-01 00:00:00,0,0.999754196,Alachua,1.193754663,1.031806729,0.805793974,Urban,2010
101,2010-06-01 00:00:00,0,0.781413868,Alachua,0.95871587,0.994967126,0.81325489,Urban,2010
102,2010-07-01 00:00:00,0,0.79432163,Alachua,0.977428563,0.991630672,0.813590049,Urban,2010
103,2010-08-01 00:00:00,0,0.715461699,Alachua,1.025017162,0.850335757,0.814908838,Urban,2010
104,2010-09-01 00:00:00,0,0.743927456,Alachua,0.958184324,0.940790508,0.819280872,Urban,2010
105,2010-10-01 00:00:00,0,0.847965222,Alachua,1.050466037,0.9707535,0.82552699,Urban,2010
106,2010-11-01 00:00:00,0,1.030675848,Alachua,1.145582576,1.080590619,0.826568259,Urban,2010
107,2010-12-01 00:00:00,0,0.84416711,Alachua,1.012173382,1.003079495,0.82543405,Urban,2010
108,2011-01-01 00:00:00,0,0.673132054,Alachua,0.757466993,1.066359615,0.827326788,Urban,2011
109,2011-02-01 00:00:00,0,0.686015386,Alachua,0.956069134,0.859423068,0.828861121,Urban,2011
110,2011-03-01 00:00:00,0,0.91150835,Alachua,1.080555563,1.010985136,0.828348318,Urban,2011
111,2011-04-01 00:00:00,0,1.028440058,Alachua,1.021960771,1.202997314,0.830470707,Urban,2011
112,2011-05-01 00:00:00,0,0.971670339,Alachua,1.13186483,1.031806729,0.825981349,Urban,2011
113,2011-06-01 00:00:00,0,0.781936625,Alachua,0.950851583,0.994967126,0.820529703,Urban,2011
114,2011-07-01 00:00:00,0,0.839792111,Alachua,1.02348756,0.991630672,0.821454452,Urban,2011
115,2011-08-01 00:00:00,0,0.707275286,Alachua,1.006799809,0.850335757,0.820161037,Urban,2011
116,2011-09-01 00:00:00,0,0.739652818,Alachua,0.954510523,0.940790508,0.81770845,Urban,2011
117,2011-10-01 00:00:00,0,0.903813589,Alachua,1.132163336,0.9707535,0.816403827,Urban,2011
118,2011-11-01 00:00:00,0,0.865736788,Alachua,0.981571979,1.080590619,0.81030169,Urban,2011
119,2011-12-01 00:00:00,0,0.876631998,Alachua,1.075815151,1.003079495,0.806470577,Urban,2011
120,2012-01-01 00:00:00,0,0.66313842,Alachua,0.763882253,1.066359615,0.808198979,Urban,2012
121,2012-02-01 00:00:00,0,0.664579232,Alachua,0.949488703,0.859423068,0.808526343,Urban,2012
122,2012-03-01 00:00:00,0,0.873347031,Alachua,1.050921107,1.010985136,0.816048893,Urban,2012
123,2012-04-01 00:00:00,0,1.034899227,Alachua,1.046875365,1.202997314,0.81579801,Urban,2012
124,2012-05-01 00:00:00,0,0.816930188,Alachua,0.959532086,1.031806729,0.819164841,Urban,2012
125,2012-06-01 00:00:00,0,0.843581306,Alachua,1.013714424,0.994967126,0.830322499,Urban,2012
126,2012-07-01 00:00:00,0,0.820147331,Alachua,0.986186254,0.991630672,0.832582344,Urban,2012
127,2012-08-01 00:00:00,0,0.734874958,Alachua,1.024068855,0.850335757,0.837795581,Urban,2012
128,2012-09-01 00:00:00,0,0.894849958,Alachua,1.115354624,0.940790508,0.846620032,Urban,2012
129,2012-10-01 00:00:00,0,0.742520044,Alachua,0.889122979,0.9707535,0.854046661,Urban,2012
130,2012-11-01 00:00:00,0,1.108843816,Alachua,1.181943026,1.080590619,0.86189996,Urban,2012
131,2012-12-01 00:00:00,0,0.904654339,Alachua,1.026254414,1.003079495,0.872441864,Urban,2012
132,2013-01-01 00:00:00,0,0.690029955,Alachua,0.728640214,1.066359615,0.881648221,Urban,2013
133,2013-02-01 00:00:00,0,0.764368562,Alachua,0.994206462,0.859423068,0.888103221,Urban,2013
134,2013-03-01 00:00:00,0,0.987990508,Alachua,1.086761626,1.010985136,0.892725466,Urban,2013
135,2013-04-01 00:00:00,0,1.100721693,Alachua,1.009581592,1.202997314,0.899737168,Urban,2013
136,2013-05-01 00:00:00,0,0.94194168,Alachua,1.003451548,1.031806729,0.903178245,Urban,2013
137,2013-06-01 00:00:00,0,0.974736476,Alachua,1.069350478,0.994967126,0.909499859,Urban,2013
138,2013-07-01 00:00:00,0,0.912705219,Alachua,0.991716406,0.991630672,0.921376861,Urban,2013
139,2013-08-01 00:00:00,0,0.799172593,Alachua,1.004970353,0.850335757,0.928412773,Urban,2013
140,2013-09-01 00:00:00,0,0.942872161,Alachua,1.065971453,0.940790508,0.933380081,Urban,2013
141,2013-10-01 00:00:00,0,0.864881112,Alachua,0.941793085,0.9707535,0.939152605,Urban,2013
142,2013-11-01 00:00:00,0,1.070100388,Alachua,1.039154752,1.080590619,0.946078814,Urban,2013
143,2013-12-01 00:00:00,0,1.097012018,Alachua,1.140870377,1.003079495,0.951664669,Urban,2013
144,2014-01-01 00:00:00,0,0.786281625,Alachua,0.766263672,1.066359615,0.955301407,Urban,2014
145,2014-02-01 00:00:00,0,0.839088461,Alachua,1.011802072,0.859423068,0.957964454,Urban,2014
146,2014-03-01 00:00:00,0,1.033975444,Alachua,1.054027958,1.010985136,0.963291083,Urban,2014
147,2014-04-01 00:00:00,0,1.195008192,Alachua,1.018176274,1.202997314,0.968562095,Urban,2014
148,2014-05-01 00:00:00,0,1.015961006,Alachua,1.002408115,1.031806729,0.975165496,Urban,2014
149,2014-06-01 00:00:00,0,1.036452561,Alachua,1.055909883,0.994967126,0.979395399,Urban,2014
150,2014-07-01 00:00:00,0,0.939361325,Alachua,0.942912319,0.991630672,0.997368462,Urban,2014
151,2014-08-01 00:00:00,0,0.837228099,Alachua,0.958456128,0.850335757,1.019824243,Urban,2014
152,2014-09-01 00:00:00,0,1.034252939,Alachua,1.06115619,0.940790508,1.028486847,Urban,2014
153,2014-10-01 00:00:00,0,0.901585126,Alachua,0.887863122,0.9707535,1.038474824,Urban,2014
154,2014-11-01 00:00:00,0,1.193857995,Alachua,1.046497335,1.080590619,1.048087568,Urban,2014
155,2014-12-01 00:00:00,0,1.076040412,Alachua,1.004962442,1.003079495,1.059711422,Urban,2014
156,2015-01-01 00:00:00,0,1.243995888,Alachua,1.082425296,1.066359615,1.069945213,Urban,2015
157,2015-02-01 00:00:00,0,0.927046248,Alachua,0.992867058,0.859423068,1.078567946,Urban,2015
158,2015-03-01 00:00:00,0,1.156517586,Alachua,1.046074038,1.010985136,1.085648568,Urban,2015
159,2015-04-01 00:00:00,0,1.315172358,Alachua,0.989264502,1.202997314,1.097109072,Urban,2015
160,2015-05-01 00:00:00,0,1.129385047,Alachua,0.978925972,1.031806729,1.110038503,Urban,2015
161,2015-06-01 00:00:00,0,1.205486397,Alachua,1.070604851,0.994967126,1.1234884,Urban,2015
162,2015-07-01 00:00:00,0,1.019007028,Alachua,0.895022936,0.991630672,1.139822643,Urban,2015
163,2015-08-01 00:00:00,0,0.967113497,Alachua,0.982151877,0.850335757,1.149615388,Urban,2015
164,2015-09-01 00:00:00,0,1.076425556,Alachua,0.983271439,0.940790508,1.155212464,Urban,2015
165,2015-10-01 00:00:00,0,1.13790101,Alachua,1.002914781,0.9707535,1.160314454,Urban,2015
166,2015-11-01 00:00:00,0,1.271725306,Alachua,0.995942968,1.080590619,1.173118457,Urban,2015
167,2015-12-01 00:00:00,0,1.325003521,Alachua,1.1128649,1.003079495,1.178374815,Urban,2015
168,2016-01-01 00:00:00,0,1.391952374,Alachua,1.098983783,1.066359615,1.179162394,Urban,2016
169,2016-02-01 00:00:00,0,1.017051971,Alachua,0.990676255,0.859423068,1.185901455,Urban,2016
170,2016-03-01 00:00:00,0,1.202519949,Alachua,0.991191102,1.010985136,1.191336207,Urban,2016
171,2016-04-01 00:00:00,0,1.393147589,Alachua,0.961541131,1.202997314,1.195663084,Urban,2016
172,2016-05-01 00:00:00,0,1.362545115,Alachua,1.094972453,1.031806729,1.197274019,Urban,2016
173,2016-06-01 00:00:00,0,1.100055018,Alachua,0.918828723,0.994967126,1.194580246,Urban,2016
174,2016-07-01 00:00:00,0,1.143576448,Alachua,0.960966163,0.991630672,1.191382927,Urban,2016
175,2016-08-01 00:00:00,0,1.006302237,Alachua,0.984253506,0.850335757,1.193645163,Urban,2016
176,2016-09-01 00:00:00,0,1.169300462,Alachua,1.030574749,0.940790508,1.197286027,Urban,2016
177,2016-10-01 00:00:00,0,1.150168534,Alachua,0.976225294,0.9707535,1.204887996,Urban,2016
178,2016-11-01 00:00:00,0,1.298603263,Alachua,0.982793876,1.080590619,1.213939581,Urban,2016
179,2016-12-01 00:00:00,0,1.2326673,Alachua,1.000686795,1.003079495,1.219148394,Urban,2016
180,2017-01-01 00:00:00,0,1.406594222,Alachua,1.071508627,1.066359615,1.222119532,Urban,2017
181,2017-02-01 00:00:00,0,1.05738211,Alachua,0.99663692,0.859423068,1.225553281,Urban,2017
182,2017-03-01 00:00:00,0,1.250662261,Alachua,0.997145091,1.010985136,1.231632487,Urban,2017
183,2017-04-01 00:00:00,0,1.529731961,Alachua,1.009781905,1.202997314,1.250164941,Urban,2017
184,2017-05-01 00:00:00,0,1.445912864,Alachua,1.086459837,1.031806729,1.280484442,Urban,2017
185,2017-06-01 00:00:00,0,1.14326062,Alachua,0.877199391,0.994967126,1.30041631,Urban,2017
186,2017-07-01 00:00:00,0,1.172569034,Alachua,0.896985492,0.991630672,1.308721591,Urban,2017
187,2017-08-01 00:00:00,0,1.060749238,Alachua,0.915813623,0.850335757,1.352257516,Urban,2017
188,2017-09-01 00:00:00,0,1.262577236,Alachua,0.935539147,0.940790508,1.424122276,Urban,2017
189,2017-10-01 00:00:00,0,1.507227553,Alachua,1.023949543,0.9707535,1.505343181,Urban,2017
190,2017-11-01 00:00:00,0,1.678303465,Alachua,0.97586667,1.080590619,1.580021621,Urban,2017
191,2017-12-01 00:00:00,0,1.337308433,Alachua,0.798256002,1.003079495,1.658052414,Urban,2017
192,2018-01-01 00:00:00,0,1.503770142,Alachua,0.799924274,1.066359615,1.750141284,Urban,2018
193,2018-02-01 00:00:00,0,2.018122483,Alachua,1.267766881,0.859423068,1.838845871,Urban,2018
194,2018-03-01 00:00:00,0,2.036224534,Alachua,1.032430967,1.010985136,1.936707746,Urban,2018
195,2018-04-01 00:00:00,0,2.71782523,Alachua,1.112383313,1.202997314,2.016260396,Urban,2018
196,2018-05-01 00:00:00,0,2.072494232,Alachua,0.954261177,1.031806729,2.089642228,Urban,2018
197,2018-06-01 00:00:00,0,2.412815537,Alachua,1.108442637,0.994967126,2.171932796,Urban,2018
198,2018-07-01 00:00:00,0,2.140759547,Alachua,0.953424865,0.991630672,2.247893239,Urban,2018
199,2018-08-01 00:00:00,0,2.248066573,Alachua,1.146981753,0.850335757,2.288265612,Urban,2018
200,2018-09-01 00:00:00,0,2.453288465,Alachua,1.129468566,0.940790508,2.292058818,Urban,2018
201,2018-10-01 00:00:00,0,2.249633508,Alachua,0.924366485,0.9707535,2.488873553,Urban,2018
202,2018-11-01 00:00:00,0,2.719064773,Alachua,0.971763992,1.080590619,2.570643041,Urban,2018
203,2018-12-01 00:00:00,0,2.296195295,Alachua,0.856794394,1.003079495,2.65241253,Urban,2018
204,2019-01-01 00:00:00,0,2.390710399,Alachua,0.814029372,1.066359615,2.734182019,Urban,2019
205,2019-02-01 00:00:00,0,2.112224705,Alachua,0.866467259,0.859423068,2.815951507,Urban,2019
206,2019-03-01 00:00:00,0,2.034296624,Alachua,0.689377583,1.010985136,2.897720996,Urban,2019
207,2002-01-01 00:00:00,0,0.242716223,Bay,1.065245716,0.355246622,0.639995906,Urban,2002
208,2002-02-01 00:00:00,0,0.238153197,Bay,0.922405657,0.40178218,0.641212428,Urban,2002
209,2002-03-01 00:00:00,0,0.337832141,Bay,1.002791989,0.523266763,0.64242895,Urban,2002
210,2002-04-01 00:00:00,0,1.078479208,Bay,1.258770522,1.328240256,0.643645472,Urban,2002
211,2002-05-01 00:00:00,0,0.650764183,Bay,0.979590208,1.027946634,0.644861994,Urban,2002
212,2002-06-01 00:00:00,0,0.738048887,Bay,0.979913176,1.16324281,0.646078516,Urban,2002
213,2002-07-01 00:00:00,0,1.284801782,Bay,0.961561042,2.045698082,0.651742252,Urban,2002
214,2002-08-01 00:00:00,0,1.464503565,Bay,0.933654248,2.396017535,0.653239605,Urban,2002
215,2002-09-01 00:00:00,0,0.837693259,Bay,1.222982443,1.046477034,0.653120388,Urban,2002
216,2002-10-01 00:00:00,0,0.442683595,Bay,0.887058105,0.769990523,0.646716772,Urban,2002
217,2002-11-01 00:00:00,0,0.317340307,Bay,0.781863501,0.627961107,0.644940568,Urban,2002
218,2002-12-01 00:00:00,0,0.241687782,Bay,0.89252603,0.415289538,0.650640297,Urban,2002
219,2003-01-01 00:00:00,0,0.259085345,Bay,1.118173584,0.355246622,0.650821372,Urban,2003
220,2003-02-01 00:00:00,0,0.258005345,Bay,0.979272096,0.40178218,0.654323919,Urban,2003
221,2003-03-01 00:00:00,0,0.315096106,Bay,0.914415568,0.523266763,0.657104466,Urban,2003
222,2003-04-01 00:00:00,0,0.946310476,Bay,1.083001004,1.328240256,0.656426785,Urban,2003
223,2003-05-01 00:00:00,0,0.739966186,Bay,1.085466165,1.027946634,0.661733557,Urban,2003
224,2003-06-01 00:00:00,0,0.786724491,Bay,1.011744807,1.16324281,0.667020917,Urban,2003
225,2003-07-01 00:00:00,0,1.240506411,Bay,0.906723081,2.045698082,0.667330459,Urban,2003
226,2003-08-01 00:00:00,0,1.593526263,Bay,0.995610058,2.396017535,0.66655824,Urban,2003
227,2003-09-01 00:00:00,0,0.775932547,Bay,1.105693098,1.046477034,0.669141265,Urban,2003
228,2003-10-01 00:00:00,0,0.48805108,Bay,0.945429469,0.769990523,0.668973488,Urban,2003
229,2003-11-01 00:00:00,0,0.400344721,Bay,0.950050635,0.627961107,0.669595847,Urban,2003
230,2003-12-01 00:00:00,0,0.286585672,Bay,1.025798953,0.415289538,0.671273304,Urban,2003
231,2004-01-01 00:00:00,0,0.221675341,Bay,0.926742505,0.355246622,0.671871919,Urban,2004
232,2004-02-01 00:00:00,0,0.276735221,Bay,1.011834663,0.40178218,0.679238598,Urban,2004
233,2004-03-01 00:00:00,0,0.358850111,Bay,1.007402658,0.523266763,0.679273993,Urban,2004
234,2004-04-01 00:00:00,0,0.898497917,Bay,1.006218109,1.328240256,0.670820692,Urban,2004
235,2004-05-01 00:00:00,0,0.802833736,Bay,1.160481154,1.027946634,0.671544964,Urban,2004
236,2004-06-01 00:00:00,0,0.764434968,Bay,0.968657989,1.16324281,0.676951955,Urban,2004
237,2004-07-01 00:00:00,0,1.277276541,Bay,0.915865346,2.045698082,0.680252137,Urban,2004
238,2004-08-01 00:00:00,0,1.734957593,Bay,1.058431551,2.396017535,0.682643939,Urban,2004
239,2004-09-01 00:00:00,0,0.635357433,Bay,0.882760681,1.046477034,0.686283529,Urban,2004
240,2004-10-01 00:00:00,0,0.424139143,Bay,0.795412444,0.769990523,0.691017008,Urban,2004
241,2004-11-01 00:00:00,0,0.481776938,Bay,1.107322048,0.627961107,0.691349188,Urban,2004
242,2004-12-01 00:00:00,0,0.335949669,Bay,1.163955202,0.415289538,0.693497828,Urban,2004
243,2005-01-01 00:00:00,0,0.252143416,Bay,1.009666431,0.355246622,0.701451908,Urban,2005
244,2005-02-01 00:00:00,0,0.304125312,Bay,1.084209212,0.40178218,0.696637658,Urban,2005
245,2005-03-01 00:00:00,0,0.419502449,Bay,1.159237544,0.523266763,0.690076211,Urban,2005
246,2005-04-01 00:00:00,0,0.952349395,Bay,1.020147972,1.328240256,0.701317449,Urban,2005
247,2005-05-01 00:00:00,0,0.75701776,Bay,1.03260442,1.027946634,0.711638874,Urban,2005
248,2005-06-01 00:00:00,0,0.862226984,Bay,1.036392013,1.16324281,0.713650082,Urban,2005
249,2005-07-01 00:00:00,0,1.371895344,Bay,0.933146325,2.045698082,0.717113401,Urban,2005
250,2005-08-01 00:00:00,0,1.523881106,Bay,0.877151747,2.396017535,0.723509943,Urban,2005
251,2005-09-01 00:00:00,0,0.687711183,Bay,0.898846788,1.046477034,0.729539578,Urban,2005
252,2005-10-01 00:00:00,0,0.643713213,Bay,1.141729291,0.769990523,0.730637644,Urban,2005
253,2005-11-01 00:00:00,0,0.511880226,Bay,1.112149494,0.627961107,0.731358953,Urban,2005
254,2005-12-01 00:00:00,0,0.354497912,Bay,1.154198554,0.415289538,0.737972722,Urban,2005
255,2006-01-01 00:00:00,0,0.317373564,Bay,1.192680673,0.355246622,0.747437277,Urban,2006
256,2006-02-01 00:00:00,0,0.393628814,Bay,1.274655691,0.40178218,0.766940135,Urban,2006
257,2006-03-01 00:00:00,0,0.475857048,Bay,1.157487438,0.523266763,0.783962364,Urban,2006
258,2006-04-01 00:00:00,0,0.922557234,Bay,0.883022713,1.328240256,0.784879433,Urban,2006
259,2006-05-01 00:00:00,0,0.804258531,Bay,0.999397739,1.027946634,0.781168799,Urban,2006
260,2006-06-01 00:00:00,0,0.97497463,Bay,1.07340911,1.16324281,0.779140545,Urban,2006
261,2006-07-01 00:00:00,0,1.488097215,Bay,0.932335503,2.045698082,0.778530601,Urban,2006
262,2006-08-01 00:00:00,0,1.879457311,Bay,1.009655803,2.396017535,0.775224111,Urban,2006
263,2006-09-01 00:00:00,0,0.743906155,Bay,0.919588828,1.046477034,0.77135253,Urban,2006
